Bar Size,Directed by,Episode title,Guest star,No. in Season,No. in Series,No.,Appearances,Original air date,Production Code (Characters),Production Code,Role(s),Season (Characters),Season,Synopsis,Title,U.S. Viewers,Written by
1000,Bob Anderson,"""Hurricane Neddy""",Jon Lovitz,8,161,161–808,1,12/29/1996,4F07,4F07,Jay Sherman,8,8,"A hurricane destroys the Flanders' home and they have to move into the church basement. The people of Springfield gather to rebuild their house, but when Ned sees the poor workmanship, he has a complete breakdown. Ned commits himself to a mental institution and his psychiatrist discovers that Ned's past has taught him to suppress his anger. The psychiatrist then teaches Ned to express his anger with Homer as a role model and Ned gets cured.","""Hurricane Neddy""",0.0,Steve Young
1000,Jim Reardon,"""El Viaje Misterioso de Nuestro Jomer (The Mysterious Voyage of Homer)",Johnny Cash,9,162,162–809,1,1/5/1997,3F24,3F24,Coyote,8,8,"Homer begins to hallucinate after eating a dish laced with potent Guatemalan peppers at the chili cook-off. In this hallucination he meets a mystical coyote, which tells him to find his soul mate. After a fight with Marge, he is concerned that she is not really his soul mate. Homer leaves the house and seeks solitude in a lighthouse. Marge arrives at the lighthouse and apologizes and then Homer realizes that Marge is his soul mate after all.","""El Viaje Misterioso de Nuestro Jomer (The Mysterious Voyage of Homer)""",14.9,Ken Keeler
1000,Steven Dean Moore,"""The Springfield Files""",Gillian Anderson,10,163,163–810,1,1/12/1997,3G01,3G01,Dana Scully,8,8,"Homer walks home one night from Moe's Tavern. On his way he sees an eerie glowing creature. The next day Homer's story is printed in the local newspaper. FBI agents Mulder and Scully read the story and go to Springfield to investigate this X-file. After talking with Homer they find his credibility shaky and quickly leave again. Bart and Homer then set up a camp to videotape the creature. When the creature appears, Lisa reveals that the creature is actually Mr. Burns after a medical treatment by Dr. Riviera.","""The Springfield Files""",20.9,Reid Harrison
1000,Steven Dean Moore,"""The Springfield Files""",David Duchovny,10,163,163–810,1,1/12/1997,3G01,3G01,Fox Mulder,8,8,"Homer walks home one night from Moe's Tavern. On his way he sees an eerie glowing creature. The next day Homer's story is printed in the local newspaper. FBI agents Mulder and Scully read the story and go to Springfield to investigate this X-file. After talking with Homer they find his credibility shaky and quickly leave again. Bart and Homer then set up a camp to videotape the creature. When the creature appears, Lisa reveals that the creature is actually Mr. Burns after a medical treatment by Dr. Riviera.","""The Springfield Files""",20.9,Reid Harrison
1000,Steven Dean Moore,"""The Springfield Files""",Leonard Nimoy,10,163,163–810,1,1/12/1997,3G01,3G01,Himself,8,8,"Homer walks home one night from Moe's Tavern. On his way he sees an eerie glowing creature. The next day Homer's story is printed in the local newspaper. FBI agents Mulder and Scully read the story and go to Springfield to investigate this X-file. After talking with Homer they find his credibility shaky and quickly leave again. Bart and Homer then set up a camp to videotape the creature. When the creature appears, Lisa reveals that the creature is actually Mr. Burns after a medical treatment by Dr. Riviera.","""The Springfield Files""",20.9,Reid Harrison
1000,Chuck Sheetz,"""The Twisted World of Marge Simpson""",Joe Mantegna,11,164,164–811,1,1/19/1997,4F08,4F08,Fat Tony,8,8,"Marge starts a new pretzel franchise after being voted out of the Springfield Investorettes for being too conservative. The Investorettes see this and strike back by getting a falafel van. Homer helps Marge with her business by asking Fat Tony for assistance. Soon the orders pour while the falafel business mysteriously fails. Fat Tony attempts to collect all of Marge's profit, but she refuses. He then sends his goons to the Simpson house where he meets the Japanese mafia, who was sent by the Investorettes, and it ends in a showdown between the two mafias.","""The Twisted World of Marge Simpson""",14.0,Jennifer Crittenden
1000,Chuck Sheetz,"""The Twisted World of Marge Simpson""",Jack Lemmon,11,164,164–811,1,1/19/1997,4F08,4F08,Frank Ormand,8,8,"Marge starts a new pretzel franchise after being voted out of the Springfield Investorettes for being too conservative. The Investorettes see this and strike back by getting a falafel van. Homer helps Marge with her business by asking Fat Tony for assistance. Soon the orders pour while the falafel business mysteriously fails. Fat Tony attempts to collect all of Marge's profit, but she refuses. He then sends his goons to the Simpson house where he meets the Japanese mafia, who was sent by the Investorettes, and it ends in a showdown between the two mafias.","""The Twisted World of Marge Simpson""",14.0,Jennifer Crittenden
1000,Steven Dean Moore,"""The Itchy & Scratchy & Poochie Show""",Alex Rocco,14,167,167–814,1,2/9/1997,4F12,4F12,Roger Meyers Jr.,8,8,"A new character, Poochie, is added to The Itchy & Scratchy Show as an attempt to boost failing ratings. Bart and Lisa convince Homer to audition for the voice of Poochie. He gets the part and makes public appearances with the voice actor behind Itchy and Scratchy. Poochie's debut is not well received and the producers decide to kill him off. Homer refuses to cooperate and records a different version of the death scene. Homer is convinced that he managed to keep Poochie, but when the episode airs, the character is edited out.","""The Itchy & Scratchy & Poochie Show""",15.5,David S. Cohen
1000,Steven Dean Moore,"""The Itchy & Scratchy & Poochie Show""",Phil Hartman,14,167,167–814,1,2/9/1997,4F12,4F12,Troy McClure,8,8,"A new character, Poochie, is added to The Itchy & Scratchy Show as an attempt to boost failing ratings. Bart and Lisa convince Homer to audition for the voice of Poochie. He gets the part and makes public appearances with the voice actor behind Itchy and Scratchy. Poochie's debut is not well received and the producers decide to kill him off. Homer refuses to cooperate and records a different version of the death scene. Homer is convinced that he managed to keep Poochie, but when the episode airs, the character is edited out.","""The Itchy & Scratchy & Poochie Show""",15.5,David S. Cohen
1000,Mike B. Anderson,"""Homer's Phobia""",John Waters,15,168,168–815,1,2/16/1997,4F11,4F11,John,8,8,"The family tries to sell an old heirloom at a collectibles store and strike up a relationship with John, the store owner. The Simpsons invite John over to their house to assess their other belongings and Homer takes a liking to him. Marge then informs Homer that John is gay and he refuses to see him again. Afterwards Homer notices changes in Bart's behavior and fears that John has turned him into a homosexual. Trying to make Bart manlier, they go on a hunting trip, but get attacked by a herd of aggressive reindeer. Suddenly, John arrives and saves the day. Homer then thanks John for saving his life and accepts him as a friend.","""Homer's Phobia""",15.3,Ron Hauge
1000,Pete Michels,"""Brother from Another Series""",David Hyde Pierce,16,169,169–816,1,2/23/1997,4F14,4F14,Cecil Terwilliger,8,8,"Sideshow Bob is released from prison and his brother, Cecil, hires him to supervise the construction of a dam. Bart suspects that Bob is up to something and sneaks into his office along with Lisa. There he discovers a suitcase filled with money. Bob enters and explains his innocence, but Bart and Lisa do not believe him. Cecil now enters and holds them all at gunpoint. His plan is to blow up the dam and walk away with the $15 million he embezzled from the project. Bob would naturally be blamed allowing Cecil to get revenge for Bob stealing his part as Krusty's sidekick. Cecil now locks up Bob, Bart and Lisa, but they manage to escape and stop Cecil.","""Brother from Another Series""",15.1,Ken Keeler
1000,Pete Michels,"""Brother from Another Series""",Kelsey Grammer,16,169,169–816,1,2/23/1997,4F14,4F14,Sideshow Bob,8,8,"Sideshow Bob is released from prison and his brother, Cecil, hires him to supervise the construction of a dam. Bart suspects that Bob is up to something and sneaks into his office along with Lisa. There he discovers a suitcase filled with money. Bob enters and explains his innocence, but Bart and Lisa do not believe him. Cecil now enters and holds them all at gunpoint. His plan is to blow up the dam and walk away with the $15 million he embezzled from the project. Bob would naturally be blamed allowing Cecil to get revenge for Bob stealing his part as Krusty's sidekick. Cecil now locks up Bob, Bart and Lisa, but they manage to escape and stop Cecil.","""Brother from Another Series""",15.1,Ken Keeler
1000,Bob Anderson,"""Homer vs. the Eighteenth Amendment""",Joe Mantegna,18,171,171–818,1,3/16/1997,4F15,4F15,Fat Tony,8,8,"Alcohol is banned from Springfield after Bart accidentally gets drunk at a town parade. Rex Banner is appointed to replace Chief Wiggum as police chief to enforce the new laws and stop Fat Tony from smuggling. Rex is successful, but then Homer starts to smuggle alcohol. Eventually, Homer ends his bootlegging ends and approaches Wiggum with a plan to expose himself and restore Wiggum's good name. Homer is about to receive punishment by being catapulted, but he is saved by an impassioned speech by Marge. The liquor ban is then lifted and the town celebrates by getting drunk.","""Homer vs. the Eighteenth Amendment""",14.6,John Swartzwelder
1000,Bob Anderson,"""Homer vs. the Eighteenth Amendment""",Dave Thomas,18,171,171–818,1,3/16/1997,4F15,4F15,Rex Banner,8,8,"Alcohol is banned from Springfield after Bart accidentally gets drunk at a town parade. Rex Banner is appointed to replace Chief Wiggum as police chief to enforce the new laws and stop Fat Tony from smuggling. Rex is successful, but then Homer starts to smuggle alcohol. Eventually, Homer ends his bootlegging ends and approaches Wiggum with a plan to expose himself and restore Wiggum's good name. Homer is about to receive punishment by being catapulted, but he is saved by an impassioned speech by Marge. The liquor ban is then lifted and the town celebrates by getting drunk.","""Homer vs. the Eighteenth Amendment""",14.6,John Swartzwelder
1000,Dominic Polcino,"""The Canine Mutiny""",Frank Welker,20,173,173–820,1,4/13/1997,4F16,4F16,Laddie,8,8,"Bart gets a credit card and buys a well trained new dog called Laddie. When Bart cannot pay the balance on the credit card the bank repossesses Laddie. Instead of giving them Laddie, Bart gives the repo men Santa's Little Helper. Feeling guilty Bart gives Laddie to the police and sets out to find Santa's Little Helper and finds him at a blind man's house. Bart tries to kidnap his dog, but instead the blind man alerts the police. When they arrive, Laddie, who is now a police dog, sniffs out a bag of marijuana and the blind man gets arrested. Bart can then leave with Santa's Little Helper.","""The Canine Mutiny""",0.0,Ron Hauge
1000,Mark Kirkland,"""The Old Man and the Lisa""",Bret Hart,21,174,174–821,1,4/20/1997,4F17,4F17,Himself,8,8,"Mr. Burns loses his fortune in a bad investment. He is not doing well alone and is committed to the Springfield Retirement Castle. Disgusted by his surroundings, he vows to get his fortune back. He then sees Lisa collecting recyclables and remembers her opposition towards him. He believes that the reason for losing his fortune was that he was surrounded by ""yes men"" and therefore asks Lisa to help him. Lisa introduces Burns to recycling and by collecting these he soon gets enough money to buy a recycling plant. In reality this recycling plant captures all aquatic life and grinds it into to all-purpose goo. Lisa is horrified, but Burns regains his fortune and buys back his power plant.","""The Old Man and the Lisa""",14.0,John Swartzwelder
1000,Steven Dean Moore,"""In Marge We Trust""",Frank Welker,22,175,175–822,1,4/27/1997,4F18,4F18,Baboons,8,8,"Marge is concerned that Reverend Lovejoy does not meet the needs of his parishioners and becomes the new advice giver at the Church. When Marge gains a loyal following, Lovejoy gets concerned that he has become ""shepherd without a flock"". Meanwhile, Homer finds an old Japanese product, ""Mr. Sparkle"", a dish-washing detergent, with a logo that oddly resembles him. When he calls up the company behind the product, he finds Mr. Sparkle is a composite of two company logos. Marge is unable to help Ned Flanders in a crisis and calls up Lovejoy for help. Lovejoy solves the crisis and gets his congregants' interest in his next sermon telling the story.","""In Marge We Trust""",16.9,Donick Cary
1000,Steven Dean Moore,"""In Marge We Trust""",Denice Kumagai,22,175,175–822,1,4/27/1997,4F18,4F18,Dancer,8,8,"Marge is concerned that Reverend Lovejoy does not meet the needs of his parishioners and becomes the new advice giver at the Church. When Marge gains a loyal following, Lovejoy gets concerned that he has become ""shepherd without a flock"". Meanwhile, Homer finds an old Japanese product, ""Mr. Sparkle"", a dish-washing detergent, with a logo that oddly resembles him. When he calls up the company behind the product, he finds Mr. Sparkle is a composite of two company logos. Marge is unable to help Ned Flanders in a crisis and calls up Lovejoy for help. Lovejoy solves the crisis and gets his congregants' interest in his next sermon telling the story.","""In Marge We Trust""",16.9,Donick Cary
1000,Steven Dean Moore,"""In Marge We Trust""",Karen Maruyama,22,175,175–822,1,4/27/1997,4F18,4F18,Dancer,8,8,"Marge is concerned that Reverend Lovejoy does not meet the needs of his parishioners and becomes the new advice giver at the Church. When Marge gains a loyal following, Lovejoy gets concerned that he has become ""shepherd without a flock"". Meanwhile, Homer finds an old Japanese product, ""Mr. Sparkle"", a dish-washing detergent, with a logo that oddly resembles him. When he calls up the company behind the product, he finds Mr. Sparkle is a composite of two company logos. Marge is unable to help Ned Flanders in a crisis and calls up Lovejoy for help. Lovejoy solves the crisis and gets his congregants' interest in his next sermon telling the story.","""In Marge We Trust""",16.9,Donick Cary
1000,Steven Dean Moore,"""In Marge We Trust""",Gedde Watanabe,22,175,175–822,1,4/27/1997,4F18,4F18,Factory foreman,8,8,"Marge is concerned that Reverend Lovejoy does not meet the needs of his parishioners and becomes the new advice giver at the Church. When Marge gains a loyal following, Lovejoy gets concerned that he has become ""shepherd without a flock"". Meanwhile, Homer finds an old Japanese product, ""Mr. Sparkle"", a dish-washing detergent, with a logo that oddly resembles him. When he calls up the company behind the product, he finds Mr. Sparkle is a composite of two company logos. Marge is unable to help Ned Flanders in a crisis and calls up Lovejoy for help. Lovejoy solves the crisis and gets his congregants' interest in his next sermon telling the story.","""In Marge We Trust""",16.9,Donick Cary
1000,Steven Dean Moore,"""In Marge We Trust""",Sab Shimono,22,175,175–822,1,4/27/1997,4F18,4F18,Mr. Sparkle,8,8,"Marge is concerned that Reverend Lovejoy does not meet the needs of his parishioners and becomes the new advice giver at the Church. When Marge gains a loyal following, Lovejoy gets concerned that he has become ""shepherd without a flock"". Meanwhile, Homer finds an old Japanese product, ""Mr. Sparkle"", a dish-washing detergent, with a logo that oddly resembles him. When he calls up the company behind the product, he finds Mr. Sparkle is a composite of two company logos. Marge is unable to help Ned Flanders in a crisis and calls up Lovejoy for help. Lovejoy solves the crisis and gets his congregants' interest in his next sermon telling the story.","""In Marge We Trust""",16.9,Donick Cary
1000,Jim Reardon,"""Homer's Enemy""",Frank Welker,23,176,176–823,1,5/4/1997,4F19,4F19,Executive Vice President dog,8,8,"Frank Grimes, a new employee at the Nuclear Power Plant, is a hard-working man who has never been given a break in his life. At work he meets Homer and takes an instant dislike to his poor job performance and attitude. Meanwhile, Bart steps into a tax auction and buys an abandoned factory for a dollar, which he uses to play factory with Milhouse. Homer tries to win Grimes approval by inviting him over for a family dinner. When Grimes sees Homer's accomplishments and home, he becomes even more bitter. Imitating Homer's behavior at work, he runs amok and electrocutes himself.","""Homer's Enemy""",11.8,John Swartzwelder
1000,Jim Reardon,"""The Secret War of Lisa Simpson""",Willem Dafoe,23,176,176–825,1,5/4/1997,4F19,4F19,The Commandant,8,8,"Frank Grimes, a new employee at the Nuclear Power Plant, is a hard-working man who has never been given a break in his life. At work he meets Homer and takes an instant dislike to his poor job performance and attitude. Meanwhile, Bart steps into a tax auction and buys an abandoned factory for a dollar, which he uses to play factory with Milhouse. Homer tries to win Grimes approval by inviting him over for a family dinner. When Grimes sees Homer's accomplishments and home, he becomes even more bitter. Imitating Homer's behavior at work, he runs amok and electrocutes himself.","""Homer's Enemy""",11.8,John Swartzwelder
1000,Neil Affleck,"""The Simpsons Spin-Off Showcase""",Gailard Sartain,24,177,177–824,1,5/11/1997,4F20,4F20,"Charles ""Big"" Daddy",8,8,Troy McClure hosts a show which features three ideas for spin-offs to The Simpsons:,"""The Simpsons Spin-Off Showcase""",11.6,Story: Ken Keeler
1000,Neil Affleck,"""The Simpsons Spin-Off Showcase""",Tim Conway,24,177,177–824,1,5/11/1997,4F20,4F20,Himself,8,8,Troy McClure hosts a show which features three ideas for spin-offs to The Simpsons:,"""The Simpsons Spin-Off Showcase""",11.6,Story: Ken Keeler
1000,Neil Affleck,"""The Simpsons Spin-Off Showcase""",Phil Hartman,24,177,177–824,1,5/11/1997,4F20,4F20,Troy McClure,8,8,Troy McClure hosts a show which features three ideas for spin-offs to The Simpsons:,"""The Simpsons Spin-Off Showcase""",11.6,Story: Ken Keeler
1000,Jim Reardon,"""The City of New York vs. Homer Simpson""",Michael Dees,1,179,179–901,1,9/21/1997,4F22,4F22,"Sings ""New York, New York""",9,9,"Homer allows Barney to use his car when Barney is picked to be the designated driver for that night at Moe's Tavern. However, Barney disappears for two months with the car, and returns without it. Homer searches for his car, and eventually receives a letter from the City of New York. The family is excited to go there to obtain the car, but Homer, who had had a bad experience in New York when he was younger, is reluctant. After reaching New York City, Homer sees the car parked near the World Trade Center, where he must wait by so that an officer can remove the wheel clamp. He is distracted from standing watch for the police when he has to go the bathroom, and causes him to miss the police officer. Homer gets angry, and leaves the city with the clamp on.","""The City of New York vs. Homer Simpson""",10.5,Ian Maxtone-Graham
1000,Jim Reardon,"""The City of New York vs. Homer Simpson""",Joan Kenley,1,179,179–901,1,9/21/1997,4F22,4F22,Telephone voice,9,9,"Homer allows Barney to use his car when Barney is picked to be the designated driver for that night at Moe's Tavern. However, Barney disappears for two months with the car, and returns without it. Homer searches for his car, and eventually receives a letter from the City of New York. The family is excited to go there to obtain the car, but Homer, who had had a bad experience in New York when he was younger, is reluctant. After reaching New York City, Homer sees the car parked near the World Trade Center, where he must wait by so that an officer can remove the wheel clamp. He is distracted from standing watch for the police when he has to go the bathroom, and causes him to miss the police officer. Homer gets angry, and leaves the city with the clamp on.","""The City of New York vs. Homer Simpson""",10.5,Ian Maxtone-Graham
1000,Steven Dean Moore,"""The Principal and the Pauper""",Martin Sheen,2,180,180–902,1,9/28/1997,4F23,4F23,The real Seymour Skinner,9,9,"When a celebration is held at Springfield Elementary to honor his 20 years as principal, Seymour Skinner is revealed to be an impostor when the real Seymour, Sgt. Seymour Skinner, shows up. The principal's real name is revealed to be Armin Tamzarian, an orphan from Capital City. Armin soon leaves to return to Capital City, and Sgt. Seymour Skinner takes over as principal. However, many, including Agnes Skinner, soon decide they preferred the old Seymour. After persuading him to come back from Capital City to be Principal Skinner again, the townspeople send Sgt. Skinner out of town on a railroad.","""The Principal and the Pauper""",14.9,Ken Keeler
1000,Dominic Polcino,"""Lisa's Sax""",Fyvush Finkel,3,181,181–903,1,10/19/1997,3G02,3G02,Himself playing Krusty,9,9,"After being disrupted by Lisa's saxophone practice, Bart gets into a fight with Lisa, ultimately causing her saxophone to be thrown out the window and run over by a truck, flattening it. Trying to console her, Homer shares the story of how she got her saxophone. After finishing the story, Homer once again decides to not spend the money on an air conditioner and buys a new saxophone for Lisa instead.","""Lisa's Sax""",12.9,Al Jean
1000,Dominic Polcino,"""Bart Star""",Mike Judge,6,184,184–906,1,11/9/1997,5F03,5F03,Hank Hill,9,9,"When the children of Springfield are deemed to be overweight, many parents place their children in the peewee football team, including Bart. Ned is the coach of the team, until he quits after Homer's heckling, which ultimately leads to Homer being the new coach. While being tough on Bart originally, Homer realizes how rough his father was on him when he played sports. This leads Homer to make Bart the quarterback instead of the more skilledNelson, causing the team to lose a few games and Bart to become angry at his father. Unwilling to make Nelson the quarterback again initially, Homer finally apologizes to Bart for pressuring him and replaces him with Nelson, thus allowing the team to win the championship.","""Bart Star""",10.6,Donick Cary
1000,Dominic Polcino,"""Bart Star""",Joe Namath,6,184,184–906,1,11/9/1997,5F03,5F03,Himself,9,9,"When the children of Springfield are deemed to be overweight, many parents place their children in the peewee football team, including Bart. Ned is the coach of the team, until he quits after Homer's heckling, which ultimately leads to Homer being the new coach. While being tough on Bart originally, Homer realizes how rough his father was on him when he played sports. This leads Homer to make Bart the quarterback instead of the more skilledNelson, causing the team to lose a few games and Bart to become angry at his father. Unwilling to make Nelson the quarterback again initially, Homer finally apologizes to Bart for pressuring him and replaces him with Nelson, thus allowing the team to win the championship.","""Bart Star""",10.6,Donick Cary
1000,Dominic Polcino,"""Bart Star""",Roy Firestone,6,184,184–906,1,11/9/1997,5F03,5F03,Himself,9,9,"When the children of Springfield are deemed to be overweight, many parents place their children in the peewee football team, including Bart. Ned is the coach of the team, until he quits after Homer's heckling, which ultimately leads to Homer being the new coach. While being tough on Bart originally, Homer realizes how rough his father was on him when he played sports. This leads Homer to make Bart the quarterback instead of the more skilledNelson, causing the team to lose a few games and Bart to become angry at his father. Unwilling to make Nelson the quarterback again initially, Homer finally apologizes to Bart for pressuring him and replaces him with Nelson, thus allowing the team to win the championship.","""Bart Star""",10.6,Donick Cary
1000,Steven Dean Moore,"""The Two Mrs. Nahasapeemapetilons""",Andrea Martin,7,185,185–907,1,11/16/1997,5F04,5F04,Apu's mother,9,9,"After Marge enters Apu into a bachelor auction, many women find an interest in him. However, Apu soon receives a letter from his mother, regarding the arranged marriage he is supposed to have. He does not want to marry the stranger, and following the advice of Homer, tells his mother that he is already married. Curious, his mother comes to America to see his wife, which Homer says Marge can pretend to be. But his mother soon realizes that she is not actually his wife, making the plans for the arranged marriage to continue. Apu becomes depressed until he learns at his wedding that his arranged wife, Manjula, is actually quite lovely.","""The Two Mrs. Nahasapeemapetilons""",11.4,Richard Appel
1000,Steven Dean Moore,"""The Two Mrs. Nahasapeemapetilons""",Jan Hooks,7,185,185–907,1,11/16/1997,5F04,5F04,Manjula Nahasapeemapetilon,9,9,"After Marge enters Apu into a bachelor auction, many women find an interest in him. However, Apu soon receives a letter from his mother, regarding the arranged marriage he is supposed to have. He does not want to marry the stranger, and following the advice of Homer, tells his mother that he is already married. Curious, his mother comes to America to see his wife, which Homer says Marge can pretend to be. But his mother soon realizes that she is not actually his wife, making the plans for the arranged marriage to continue. Apu becomes depressed until he learns at his wedding that his arranged wife, Manjula, is actually quite lovely.","""The Two Mrs. Nahasapeemapetilons""",11.4,Richard Appel
1000,Neil Affleck,"""Lisa the Skeptic""",Stephen Jay Gould,8,186,186–908,1,11/23/1997,5F05,5F05,Himself,9,9,"Lisa discovers that a shopping mall is going to be built at a site where prehistoric fossils were found. Afraid of there being more prehistoric items at the site, Lisa complains to the developers and starts an archaeological survey at the site. Late into the dig, Lisa unearths a skeleton with bones that resemble wings, similar to an angel's. Despite the whole town believing it to be an angel, Lisa takes a sample of the skeleton and has it tested to see if it is one of a human. The results are inconclusive, leaving Lisa still skeptical. After an interview about her beliefs, there is a town riot against the science community. During the riots, the skeleton is stolen. The town finally discovers it on a hillside with the message, ""The End Will Come at Sundown"" carved into it. However, the entire ordeal turns out to be publicity stunt that was pulled off by the mall's developers. Surprisingly, the town is not angry, but is instead fascinated by the low prices at the mall.","""Lisa the Skeptic""",9.3,David S. Cohen
1000,Neil Affleck,"""Lisa the Skeptic""",Phil Hartman,8,186,186–908,1,11/23/1997,5F05,5F05,Lionel Hutz,9,9,"Lisa discovers that a shopping mall is going to be built at a site where prehistoric fossils were found. Afraid of there being more prehistoric items at the site, Lisa complains to the developers and starts an archaeological survey at the site. Late into the dig, Lisa unearths a skeleton with bones that resemble wings, similar to an angel's. Despite the whole town believing it to be an angel, Lisa takes a sample of the skeleton and has it tested to see if it is one of a human. The results are inconclusive, leaving Lisa still skeptical. After an interview about her beliefs, there is a town riot against the science community. During the riots, the skeleton is stolen. The town finally discovers it on a hillside with the message, ""The End Will Come at Sundown"" carved into it. However, the entire ordeal turns out to be publicity stunt that was pulled off by the mall's developers. Surprisingly, the town is not angry, but is instead fascinated by the low prices at the mall.","""Lisa the Skeptic""",9.3,David S. Cohen
1000,Swinton O. Scott III,"""Realty Bites""",Phil Hartman,9,187,187–909,1,12/7/1997,5F06,5F06,Lionel Hutz,9,9,"Homer takes Marge to a police-seized property auction, where he buys a sports car that was formerly Snake's. On the ride home, Marge decides to walk because of Homer's erratic driving in the new car. She runs into Lionel Hutz, who is now a realtor. Interested, Marge takes a test to become one, and soon works for a realtor company, Red Blazer Realty. However, after being threatened to be fired for failing to sell any houses, Marge must lie to the Flanders to sell them a house where murders had once taken place. Feeling guilty, Marge tells them the truth after they stay there for a night, which only seems to make them more fascinated in living in the home. Meanwhile, Snake hears about the auction of his car and is so angry that he breaks out of jail to get it back. As he and Homer fight, the car crashes into the house, causing the Flanders to move back to their home, and Marge to get fired.","""Realty Bites""",10.6,Dan Greaney
1000,Bob Anderson,"""Miracle on Evergreen Terrace""",Alex Trebek,10,188,188–910,1,12/21/1997,5F07,5F07,Himself,9,9,"On Christmas morning, Bart wakes up earlier than the rest of the family and goes to open his presents. After playing with a remote control firetruck, Bart accidentally starts a fire, causing the plastic Christmas tree and the presents to melt. Bart hides the melted mess, but the next morning, reports to the family that there had been a robber. The news media soon reports this, and the community rallies to their aid and donates $15,000, which Homer spends on a car he soon crashes. However, Bart soon tells the truth to his family; that there never was a robber. The community soon finds out, and demands their money back. Marge decides to go on Jeopardy! to make the money back, but does not succeed. When the family comes back home, they find that the town has looted their entire house of everything except a washcloth.","""Miracle on Evergreen Terrace""",9.6,Ron Hauge
1000,Mark Kirkland,"""Bart Carny""",Jim Varney,12,190,190–912,1,1/11/1998,5F08,5F08,Cooder,9,9,"While the family is at a traveling carnival, Bart accidentally crashes Adolf Hitler's car. To pay off the debts, Homer and Bart get jobs at the carnival by helping with the booths and exhibits, where they befriend Cooder and Spud, a father-and-son carny team. Unfortunately, Homer causes their booth to get shut down, when he does not recognize the bribe Chief Wiggum was asking for. Homer decides to allow the two carnies to stay at his home. The next day, the family goes to a glass bottom boat ride with the tickets Cooder gave them, only to discover their house has been taken over by the two carnies when they return. After brainstorming on how to get the house back, Homer decides to make Cooder a deal: If Homer can get a hula hoop around the house's chimney, he can have his house back, but if he does not, he will sign the deed of the house to Cooder. However, the family fool the two carnies, and rush back into the house before the two can do anything.","""Bart Carny""",11.7,John Swartzwelder
1000,Pete Michels,"""Das Bus""",Jack Ong,14,192,192–914,1,2/15/1998,5F11,5F11,Fisherman,9,9,"As the students of Springfield Elementary are being driven to a model UN conference, Otto drives the bus off a bridge after his brake pedal is blocked by a grapefruit. To obtain help, Otto swims off, while the kids are still in the bus. Soon, when the bus is nearly full of water, the kids manage to escape and swim to an island. Once there, the kids find no food, causing Bart to swim back to the sunken bus to get the cooler full of food. Lisa advises everyone to not eat much, as it may be the only food they could have for some time. However, the cooler is found empty the next morning, with the food wrappings discarded around Milhouse, who claims a monster ate it. Lisa champions the charter of the Model UN and insists on giving Milhouse a trial, wherein he is found innocent. The verdict angers the kids, however, inciting violence against Lisa, Milhouse, and Bart, who are forced to flee. The three hide in a cave, but are chased out by a boar, which is soon found out to be the ""monster"".","""Das Bus""",9.6,David S. Cohen
1000,Pete Michels,"""Das Bus""",James Earl Jones,14,192,192–914,1,2/15/1998,5F11,5F11,Narrator,9,9,"As the students of Springfield Elementary are being driven to a model UN conference, Otto drives the bus off a bridge after his brake pedal is blocked by a grapefruit. To obtain help, Otto swims off, while the kids are still in the bus. Soon, when the bus is nearly full of water, the kids manage to escape and swim to an island. Once there, the kids find no food, causing Bart to swim back to the sunken bus to get the cooler full of food. Lisa advises everyone to not eat much, as it may be the only food they could have for some time. However, the cooler is found empty the next morning, with the food wrappings discarded around Milhouse, who claims a monster ate it. Lisa champions the charter of the Model UN and insists on giving Milhouse a trial, wherein he is found innocent. The verdict angers the kids, however, inciting violence against Lisa, Milhouse, and Bart, who are forced to flee. The three hide in a cave, but are chased out by a boar, which is soon found out to be the ""monster"".","""Das Bus""",9.6,David S. Cohen
1000,Pete Michels,"""Das Bus""",Phil Hartman,14,192,192–914,1,2/15/1998,5F11,5F11,Troy McClure,9,9,"As the students of Springfield Elementary are being driven to a model UN conference, Otto drives the bus off a bridge after his brake pedal is blocked by a grapefruit. To obtain help, Otto swims off, while the kids are still in the bus. Soon, when the bus is nearly full of water, the kids manage to escape and swim to an island. Once there, the kids find no food, causing Bart to swim back to the sunken bus to get the cooler full of food. Lisa advises everyone to not eat much, as it may be the only food they could have for some time. However, the cooler is found empty the next morning, with the food wrappings discarded around Milhouse, who claims a monster ate it. Lisa champions the charter of the Model UN and insists on giving Milhouse a trial, wherein he is found innocent. The verdict angers the kids, however, inciting violence against Lisa, Milhouse, and Bart, who are forced to flee. The three hide in a cave, but are chased out by a boar, which is soon found out to be the ""monster"".","""Das Bus""",9.6,David S. Cohen
1000,Mike B. Anderson,"""The Last Temptation of Krust""",Janeane Garofalo,15,193,193–915,1,2/22/1998,5F10,5F10,Herself,9,9,"After a rude awakening to his own hackneyed and dated comedy act, Krusty does some heavy drinking and wakes up in front of the Flanders' house. Bart takes him inside his house and into his room, where Krusty, looking at all the Krusty merchandise, realizes that he has sold out instead of focusing on comedy. Bart invites Jay Leno to help clean up Krusty, and modernize his jokes. However, Krusty's attempts fail, causing him to announce his retirement. During his announcement, the group of reporters find his tirade against modern comedians hilarious, influencing Krusty to try a hipper, more honest blend of comedy and social criticism. Although he becomes a popular comedian again, Krusty ends up selling out once more when some advertisers bribe him to endorse a car, in return for a free one.","""The Last Temptation of Krust""",9.5,Donick Cary
